campaign_id,audience_segment,creative_size_px,user_id,creative_messaging,app_url,exchange,device_make,impressions,viewable_impressions,measurable_impressions,clicks,total_conversions,gross_cost_USD
UD2G,Online Behavior > United States > Sports > Team Sports - Baseball,320x50,SOQQW5795F,Sign up Now - 10% Off,rollingstone.com,Smart RTB+ (Smartadserver),Smartphone,19334,8673,18578,40,11," $7,292.14 "
NF16N,Online Behavior > United States > Sports > Team Sports - Basketball,300x250,CIWBB0883B,Sign up Today - 10% Off,aol.com,PubMatic,Windows PC,19379,12168,16616,49,97," $7,294.10 "
XK93B,Online Behavior > United States > Sports > Team Sports - Rugby,300x250,JNSGH4128A,10% Discount - Ends 6/1,mail.yahoo.com,BidSwitch,Smartphone,1956642,981461,1731673,4563,106," $7,730.24 "
IA96N,Online Behavior > United States > Sports > Team Sports - Volleyball,300x250,KRTOI7551F,Subscribe Today - 10% Discount,buzzfeed.com,Yieldmo,Apple PC,10066,6978,9369,63,19," $6,879.59 "
EV96P,Online Behavior > United States > Sports > Water Sports - Surfing,300x250,BORJP1574K,Sign up Today - 10% Off,ebay.com,Google Ad Manager,Smartphone,23983,464,19802,0,9," $4,574.35 "
IR49Y,Online Behavior > United States > Sports > Winter Sports - Ice Skating,300x250,ONCOK8833J,Sign up Now - 10% Off,mail.yahoo.com,Google Ad Manager,Smartphone,470192,336480,443202,940,3," $4,963.97 "
VK76P,Online Behavior > United States > Sports > Winter Sports - Skiing and Snowboarding,320x50,GXDEU2722C,10% Discount - Ends 6/1,calculator.net,Google Ad Manager,Smartphone,29251,25060,28038,95,8," $5,994.75 "
XG28T,Online Behavior > United States > The Changing Consumer > Active Facebook Users,300x250,XEEJE6586B,Sign up Today - 10% Off,finance.yahoo.com,Google Ad Manager,Windows PC,127090,30178,113438,299,24," $5,808.91 "
RM97D,Online Behavior > United States > The Changing Consumer > B2B Work from Home,320x50,SYKWZ2884G,10% Discount - Ends 6/1,geeksforgeeks.org,BidSwitch,Smartphone,45397,716,6867,114,15," $4,582.45 "
HN53I,Online Behavior > United States > The Changing Consumer > CPG,300x250,QLQTQ7912S,Subscribe Today - 10% Discount,realtor.com,Google Ad Manager,Smartphone,224877,121175,213280,805,11," $7,360.99 "
ZK68Y,Online Behavior > United States > The Changing Consumer > Data For Good - Current Affairs - Social Justice,320x50,OMNIL9227Y,Sign up Now - 10% Off,mail.yahoo.com,Magnite DV+,Smartphone,1010148,699834,955905,2874,31," $7,788.70 "
VG47S,Online Behavior > United States > The Changing Consumer > Delivery Services and Quick Service Restaurants,300x250,LWGFB7339T,Subscribe Today - 10% Discount,mail.aol.com,PubMatic,Smartphone,103665,77283,94019,270,4," $5,284.69 "
DO76X,Online Behavior > United States > The Changing Consumer > Direct to Consumer,320x50,MDWSP5220O,Sign up Today - 10% Off,cheezburger.com,PubMatic,Smartphone,27032,21893,26127,110,5," $5,292.90 "
YK77J,Online Behavior > United States > The Changing Consumer > DIY,320x50,EYDEZ2877H,Sign up Today - 10% Off,techradar.com,Google Ad Manager,Smartphone,12161,6284,10919,20,4," $7,273.27 "
JV50T,Online Behavior > United States > The Changing Consumer > Gaming Equipment,320x50,HNQOJ3592J,Sign up Today - 10% Off,cnet.com,TripleLift,Smartphone,7530,5468,7298,20,3," $5,038.71 "
OG24Y,Online Behavior > United States > The Changing Consumer > Happy at Home,300x250,FMYIG2676Q,Sign up Now - 10% Off,msn.com,Index Exchange,Smartphone,1575592,1155869,1447900,3874,88," $7,818.65 "
GA68F,Online Behavior > United States > The Changing Consumer > Home Cooking,300x50,IKJYQ1906K,10% Discount - Ends 6/1,kbb.com,Google Ad Manager,Smartphone,58938,41861,55929,175,9," $4,881.20 "
AC72T,Online Behavior > United States > The Changing Consumer > Home Entertaining,300x250,BLKON6199V,Sign up Today - 10% Off,mail.yahoo.com,Google Ad Manager,Smartphone,14730,6410,10860,86,6," $5,287.57 "
FZ19F,Online Behavior > United States > The Changing Consumer > Home Learning,320x50,QBSOQ6151K,Sign up Now - 10% Off,whatismyipaddress.com,Google Ad Manager,Smartphone,12209,3976,5219,147,4," $3,818.96 "
BO73M,Online Behavior > United States > The Changing Consumer > Internet Connection,300x250,KWEJC2523I,10% Discount - Ends 6/1,businessinsider.com,Google Ad Manager,Windows PC,27202,5202,23474,70,11," $4,253.98 "
UD90W,Online Behavior > United States > The Changing Consumer > Natural Disasters,300x250,FZLFY7327B,Sign up Today - 10% Off,outlook.live.com,Yahoo Exchange,Apple PC,42755,36503,40051,117,12," $6,550.30 "
FA51A,Online Behavior > United States > The Changing Consumer > Online Retailers,320x50,KCPLJ6183V,Subscribe Today - 10% Discount,investing.com,Google Ad Manager,Smartphone,42759,17744,34812,177,12," $6,316.49 "
YP7I,Online Behavior > United States > The Changing Consumer > Personal Budgeting,320x50,NSZTK1005Y,Sign up Today - 10% Off,mapquest.com,Magnite DV+,Smartphone,27371,22256,25986,60,5," $4,984.49 "
ZV94R,Online Behavior > United States > The Changing Consumer > Pet Adoption,300x250,PCVPC6144C,Subscribe Today - 10% Discount,weather.com,Google Ad Manager,Apple PC,45668,16872,32085,130,9," $3,444.20 "
BE54Z,Online Behavior > United States > The Changing Consumer > Streaming Services,320x50,YPSPS2140K,Sign up Today - 10% Off,sports.yahoo.com,Google Ad Manager,Smartphone,9709,3339,7891,58,3," $6,994.09 "
LX93C,Online Behavior > United States > The Changing Consumer > Telehealth,300x50,ONZOI4536S,Sign up Today - 10% Off,slickdeals.net,Magnite DV+,Smartphone,19408,6596,13880,58,2," $5,492.82 "
TO16O,Online Behavior > United States > The Changing Consumer > Trending TV Shows,320x50,PHMEG3275U,10% Discount - Ends 6/1,outlook.live.com,Index Exchange,Smartphone,113262,95762,104612,380,4," $7,443.48 "
JT58U,Online Behavior > United States > The Changing Consumer > Virtual Events,320x50,WFPNH3620P,10% Discount - Ends 6/1,yahoo.com,Google Ad Manager,Smartphone,571090,246243,532325,1541,11," $4,733.62 "
LZ49Z,Online Behavior > United States > Travel > Air Travel,300x250,FTLSP7247H,Sign up Now - 10% Off,finance.yahoo.com,Google Ad Manager,Windows PC,27394,16144,24752,74,78," $7,264.59 "
TN56F,Online Behavior > United States > Travel > Air Travel - Airport Parking and Transportation,300x250,LLMRO4391P,Subscribe Today - 10% Discount,mail.aol.com,Google Ad Manager,Windows PC,141165,102776,128004,250,28," $7,222.21 "
LM48B,Online Behavior > United States > Travel > Bus and Rail,300x250,PNNGV1723I,Sign up Now - 10% Off,cars.com,BidSwitch,Windows PC,45711,23052,42375,130,11," $6,417.88 "
OC37K,Online Behavior > United States > Travel > Business Travel,320x50,KLUIQ6556G,Sign up Today - 10% Off,marca.com,Google Ad Manager,Smartphone,45965,10028,37295,190,1," $4,718.84 "
ES90K,Online Behavior > United States > Travel > Car Rental and Taxi Services,300x50,SOLSQ9165J,Subscribe Today - 10% Discount,dictionary.com,PubMatic,Smartphone,10350,723,8720,66,14," $6,774.20 "
JJ71K,Online Behavior > United States > Travel > Carpooling and Vehicle Sharing,300x50,NPHAZ8360D,Sign up Today - 10% Off,slickdeals.net,PubMatic,Smartphone,46190,8618,41618,130,1," $5,464.11 "
BN24N,Online Behavior > United States > Travel > Cruises and Charters,300x250,JCTLS5100D,Sign up Now - 10% Off,ebay.com,Magnite DV+,Apple PC,161222,66740,149743,500,19," $5,767.80 "
AL69A,Online Behavior > United States > Travel > Hotels and Accommodations,300x250,FYZMG3428M,Sign up Now - 10% Off,outlook.live.com,Google Ad Manager,Smartphone,75531,63816,70011,200,9," $7,261.87 "
LQ9R,Online Behavior > United States > Travel > Specialty Travel,300x250,BCBBV1468I,Sign up Today - 10% Off,weather.com,Google Ad Manager,Smartphone,182114,14477,139167,500,29," $6,307.90 "
ZG77X,Online Behavior > United States > Travel > Specialty Travel - Adventure Travel,320x50,KRTOI7551F,10% Discount - Ends 6/1,biblegateway.com,Google Ad Manager,Smartphone,108559,79254,100563,212,7," $6,850.58 "
YE71N,Online Behavior > United States > Travel > Specialty Travel - Agritourism,300x250,JCTLS5100D,Subscribe Today - 10% Discount,mail.yahoo.com,PubMatic,Smartphone,1720462,940296,1516537,4865,20," $5,906.46 "
AV74Z,Online Behavior > United States > Travel > Tourist Destinations,300x250,FIHJW2587P,Sign up Now - 10% Off,ebay.com,Google Ad Manager,Smartphone,325152,138319,300133,854,55," $7,887.61 "
LV48Y,Online Behavior > United States > Travel > Tourist Destinations - Beaches and Islands,300x50,SYMLU1611U,10% Discount - Ends 6/1,cheezburger.com,Google Ad Manager,Smartphone,19461,14647,18731,74,9," $7,312.00 "
GV60P,Online Behavior > United States > Travel > Tourist Destinations - Historical Sites and Buildings,320x50,VOXLX7287T,10% Discount - Ends 6/1,slickdeals.net,Index Exchange,Smartphone,47360,8047,33641,126,9," $6,502.27 "
WZ23S,Online Behavior > United States > Travel > Tourist Destinations - Lakes and Rivers,300x250,UIPSP5950E,Subscribe Today - 10% Discount,flightaware.com,Index Exchange,Smartphone,12710,8159,11984,10,11," $7,851.40 "
AS27N,Online Behavior > United States > Travel > Tourist Destinations - Mountain and Ski Resorts,320x50,ZDIZU7193X,Subscribe Today - 10% Discount,cbsnews.com,BidSwitch,Smartphone,35178,23374,33779,155,8," $5,738.81 "
WT40O,Online Behavior > United States > Travel > Tourist Destinations - Regional Parks and Gardens,300x250,RKDTH1662X,Subscribe Today - 10% Discount,cbsnews.com,Google Ad Manager,Windows PC,48211,30157,43810,160,14," $6,708.46 "
UT9W,Online Behavior > United States > Travel > Tourist Destinations - Theme Parks,320x50,ISEGR9981S,Sign up Now - 10% Off,zillow.com,Google Ad Manager,Smartphone,318269,33355,295405,914,44," $7,854.73 "
NQ58V,Online Behavior > United States > Travel > Tourist Destinations - Zoos-Aquariums-Preserves,320x50,CUZXM7602U,10% Discount - Ends 6/1,biblegateway.com,Index Exchange,Smartphone,106151,75304,99311,299,9," $6,616.88 "
VC34U,Online Behavior > United States > Travel > Travel,320x50,JVTFZ9150J,Subscribe Today - 10% Discount,cnn.com,Google Ad Manager,Smartphone,272509,89526,237859,736,69," $8,168.35 "
WU2K,Online Behavior > United States > Travel > Travel Agencies and Services,300x50,FYPAV5868D,Subscribe Today - 10% Discount,mail.yahoo.com,Google Ad Manager,Smartphone,184622,98938,161848,180,13," $7,149.82 "
TQ57K,Online Behavior > United States > Travel > Travel Agencies and Services - Tourist Boards and Visitor Centers,320x50,ZCLPW3120T,Sign up Today - 10% Off,nbcnews.com,Magnite DV+,Smartphone,189571,130676,183688,500,39," $6,335.95 "
RB41C,Online Behavior > United States > Travel > Travel Guides and Travelogues,320x50,ZGKGP8289X,Subscribe Today - 10% Discount,weather.com,Google Ad Manager,Smartphone,212009,16903,149653,555,15," $3,983.62 "
FE85D,Online Behavior > United States > Validated Demographic - Age > 18 or older,300x250,EGZIN4465T,Sign up Today - 10% Off,reference.com,Google Ad Manager,Windows PC,219088,75638,153987,541,17," $6,761.07 "
IW87Z,Online Behavior > United States > Validated Demographic - Age > 18-54,320x50,GYVSO4436P,10% Discount - Ends 6/1,macrumors.com,PubMatic,Smartphone,12214,5376,11490,50,7," $5,616.31 "
PJ77L,Online Behavior > United States > Validated Demographic - Age > 18-64,300x250,VKCWD4290J,10% Discount - Ends 6/1,cars.com,PubMatic,Windows PC,48562,29108,45570,150,11," $6,346.63 "
XE78W,Online Behavior > United States > Validated Demographic - Age > 25 or older,320x50,ZADUU1102L,10% Discount - Ends 6/1,kiplinger.com,OpenX,Smartphone,8233,5361,7643,65,4," $6,381.01 "
PL87H,Online Behavior > United States > Validated Demographic - Age > 25-34,320x50,ZLWMH0969T,10% Discount - Ends 6/1,lotterypost.com,OpenX,Smartphone,190592,28906,172515,601,25," $4,742.05 "
SC17A,Online Behavior > United States > Validated Demographic - Age > 25-44,300x50,AECWX9233R,Sign up Today - 10% Off,cheapoair.com,PubMatic,Smartphone,114723,14623,92063,350,6," $4,742.01 "
XC65E,Online Behavior > United States > Validated Demographic - Age > 25-54,300x250,ECZBH8950Q,Subscribe Today - 10% Discount,weather.com,Google Ad Manager,Smartphone,198163,76695,183585,469,31," $5,204.31 "
TM74N,Online Behavior > United States > Validated Demographic - Age > 25-64,320x50,SQCYI9528I,Sign up Now - 10% Off,microsoftcasualgames.com,Magnite DV+,Smartphone,252170,9248,14192,650,1," $5,874.00 "
SR69I,Online Behavior > United States > Validated Demographic - Age > 35-44,300x250,IVOAN1509V,10% Discount - Ends 6/1,homehacks.co,Google Ad Manager,Windows PC,27473,11306,20625,69,2," $2,922.29 "
FR91J,Online Behavior > United States > Validated Demographic - Age > 55-64,300x250,AWXVU6002T,10% Discount - Ends 6/1,accuweather.com,Magnite DV+,Smartphone,36863,3570,29458,116,15," $4,752.82 "
FS74F,Online Behavior > United States > Validated Demographic - Age > 65 or older,320x50,DNKCL6936S,10% Discount - Ends 6/1,tripadvisor.com,Yieldmo,Smartphone,10386,5876,10048,65,15," $4,439.84 "
RP92A,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Females 18-44,320x50,LDJVF5710Z,10% Discount - Ends 6/1,mail.yahoo.com,PubMatic,Smartphone,207685,20134,30708,512,34," $5,239.20 "
WC1W,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Females 18-54,320x50,NEAPL8644K,Sign up Now - 10% Off,daily-choices.com,PubMatic,Smartphone,28553,11390,23355,90,13," $5,573.11 "
ET7P,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Females 18-64,320x50,XPTNG7311M,Sign up Now - 10% Off,mail.yahoo.com,Yahoo Exchange,Smartphone,742281,432673,642404,1999,11," $6,024.42 "
NI67E,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Females 25 or older,300x250,ZNYKU3011Q,Subscribe Today - 10% Discount,abcnews.go.com,Google Ad Manager,Apple PC,10524,7601,10242,55,11," $6,136.13 "
PW56U,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Females 25-34,300x250,QWTWH2779Y,10% Discount - Ends 6/1,ign.com,Index Exchange,Smartphone,8273,1929,7441,24,3," $4,689.52 "
YC51G,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Females 25-44,320x50,CNFXR5394I,Sign up Now - 10% Off,outlook.live.com,BidSwitch,Smartphone,264580,217526,240731,691,9," $4,874.65 "
GU70X,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Females 25-64,300x250,KLUIQ6556G,Subscribe Today - 10% Discount,mail.yahoo.com,Google Ad Manager,Smartphone,766674,344201,720606,1984,17," $5,816.23 "
NQ99Y,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Females 35-44,300x250,XTZRX8040O,Sign up Now - 10% Off,espn.com,PubMatic,Smartphone,121991,43079,99312,369,4," $3,993.21 "
ZZ48D,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Females 45-54,320x50,TNXKR4685Q,Subscribe Today - 10% Discount,cbsnews.com,Google Ad Manager,Smartphone,43117,6478,27405,100,8," $4,250.43 "
BM25C,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Females 55-64,300x250,URUUN6862Y,Subscribe Today - 10% Discount,news.yahoo.com,Google Ad Manager,Smartphone,52006,24711,48019,160,12," $5,200.01 "
VT4D,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Females 65 or older,320x50,CHKMG9396E,Sign up Today - 10% Off,finance.yahoo.com,Google Ad Manager,Smartphone,232470,40870,195447,504,36," $5,401.37 "
WO90A,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Males 18-34,320x50,QSUJC6205Q,10% Discount - Ends 6/1,nbcdfw.com,BidSwitch,Smartphone,10835,2888,10487,25,3," $4,704.25 "
DF19R,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Males 18-44,300x250,FMYIG2676Q,10% Discount - Ends 6/1,realtor.com,BidSwitch,Apple PC,10815,4321,9646,25,2," $4,921.59 "
QB93I,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Males 18-54,300x250,VFEQO2766Q,Sign up Now - 10% Off,accuweather.com,Google Ad Manager,Smartphone,14730,1272,12427,88,3," $5,190.54 "
EW65I,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Males 18-64,300x250,UZADJ6699O,Sign up Today - 10% Off,livescience.com,BidSwitch,Smartphone,9702,5564,8210,40,1," $5,711.39 "
MW66X,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Males 25 or older,320x50,ISEGR9981S,Subscribe Today - 10% Discount,usatoday.com,OpenX,Smartphone,47016,12210,38039,199,13," $5,974.88 "
JU9W,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Males 25-44,300x250,CLSHM6277W,Sign up Now - 10% Off,cars.com,Google Ad Manager,Apple PC,47394,22712,41918,184,24," $4,701.50 "
IS75Y,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Males 25-54,300x250,EYGKX4350Z,Subscribe Today - 10% Discount,marca.com,Sharethrough,Smartphone,9725,6616,8778,80,1," $4,942.28 "
SH44M,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Males 25-64,300x250,GBJRG3726B,10% Discount - Ends 6/1,the-sun.com,Index Exchange,Apple PC,48707,25182,44696,185,13," $5,600.36 "
RJ15G,Online Behavior > United States > Validated Demographic - Gender and Age Combined > Males 55-64,320x50,ANFNS6998F,Sign up Today - 10% Off,timeanddate.com,Yahoo Exchange,Smartphone,44361,36040,40684,166,17," $5,048.85 "
KU42U,Online Behavior > United States > Validated Demographic - Gender > Female,300x50,IMIDE3483V,Subscribe Today - 10% Discount,yourroyals.com,Google Ad Manager,Smartphone,10906,4735,6390,46,3," $5,694.27 "
MS99B,Online Behavior > United States > Validated Demographic - Gender > Male,320x50,UGBDH9396Q,Sign up Today - 10% Off,kbb.com,Google Ad Manager,Smartphone,48947,32089,45597,230,21," $5,702.29 "
AB40F,Purchase Behaviors - Q2 Environmentally Concerned Shoppers,320x50,IRMPR6262S,Sign up Now - 10% Off,cars.com,Sovrn,Smartphone,66554,39206,62109,169,6," $1,890.89 "
TS30A,Purchase Behaviors - Q2 Spring Cleaners,320x50,QDPUV3825U,Subscribe Today - 10% Discount,usatoday.com,BidSwitch,Smartphone,19549,6187,17166,84,2," $1,844.99 "
VW81B,Purchase-Based,300x250,MTOTS2232O,10% Discount - Ends 6/1,scitechdaily.com,Index Exchange,Smartphone,11289,1345,8187,97,3," $1,665.16 "
VF49M,Purchase-Based - Categories - Office Supplies Buyers,300x250,YJMEQ9238S,Subscribe Today - 10% Discount,weather.com,Sharethrough,Smartphone,12280,7633,11053,90,5," $1,452.21 "
XM29A,Real Estate - Lot Size - Cozy Outdoor Living Space (Less than  an Acre),300x250,YJMEQ9238S,Sign up Now - 10% Off,weather.com,Magnite DV+,Smartphone,232635,34008,195803,666,39," $1,773.99 "
QE21R,Real Estate - Occupancy - Owner Occupied,300x250,KUQES7066D,Sign up Now - 10% Off,accuweather.com,Google Ad Manager,Windows PC,49250,9205,43535,220,15," $1,694.47 "
XL58G,Real Estate - Property Type >  Residential,300x250,IMIDE3483V,10% Discount - Ends 6/1,tomsguide.com,Google Ad Manager,Apple PC,11043,4547,9666,125,13," $1,858.13 "
CM49X,Real Estate - Rent Amount - Sensible  Rentals ($1000-$3000),300x250,ANIZM5002N,10% Discount - Ends 6/1,drugs.com,Smart RTB+ (Smartadserver),Windows PC,49415,24692,45565,144,3," $1,471.18 "
FA39J,Real Estate - Sale Activity - Just Sold,320x50,OMVLC8350U,Sign up Now - 10% Off,forbes.com,Google Ad Manager,Smartphone,111884,53017,106432,220,7," $1,786.11 "
CV51T,Restaurants,300x250,AJJCI3040E,10% Discount - Ends 6/1,timeanddate.com,Google Ad Manager,Smartphone,12280,9613,11247,40,4," $1,765.40 "
BS61I,Retail,320x50,AJJCI3040E,Sign up Today - 10% Off,weather.com,PubMatic,Smartphone,239164,86250,198209,699,41," $2,819.94 "
RX41S,Tech Enthusiasts,320x50,OMNIL9227Y,Sign up Today - 10% Off,nypost.com,Google Ad Manager,Smartphone,29092,16986,26606,75,15," $1,801.06 "
IF1H,Telecommunications (Telco),320x50,GOLZO2212D,Sign up Now - 10% Off,biblegateway.com,Google Ad Manager,Smartphone,65380,30039,60482,208,5," $2,905.88 "
AY42X,Telecommunications (Telco) - Subscribers,320x50,LOJCW7817F,Sign up Today - 10% Off,dailydot.com,Google Ad Manager,Smartphone,29393,3277,25959,70,19," $2,120.76 "
ZZ8I,Telecommunications and Mobile Tech - Mobile Devices and Connected Technology,300x250,WUACZ9864Q,Subscribe Today - 10% Discount,realtor.com,PubMatic,Apple PC,11269,4992,10245,63,3," $1,576.39 "
LI12Z,Transactional - Q2 Graduation Gift Shoppers,300x250,FNGJA1454X,Sign up Today - 10% Off,ebay.com,Index Exchange,Smartphone,144088,26416,137369,490,7," $1,464.06 "
CK9M,Transactional - Q3 Casual Dining Restaurant Goers,300x250,DUQDY1587I,Sign up Today - 10% Off,outlook.live.com,Google Ad Manager,Smartphone,284783,239363,261467,756,9," $1,605.54 "
UC52Z,Transactional - Q3 Fashion Shoppers,300x50,KFRBM4147Z,Sign up Today - 10% Off,zillow.com,Taboola,Smartphone,130602,11736,113735,269,4," $1,507.85 "
LH90W,Transactional - Q3 Gardening Shoppers,300x250,SCEPV9076U,10% Discount - Ends 6/1,signupgenius.com,Google Ad Manager,Smartphone,14763,8955,13829,40,2," $1,531.93 "
WG95N,Transactional - Q3 Home Entertainers,320x50,QLFXM0266I,Subscribe Today - 10% Discount,mail.yahoo.com,PubMatic,Smartphone,50838,23274,35934,130,11," $1,521.37 "
DZ6D,Travel,300x250,ECJRW6924Q,Sign up Today - 10% Off,whatismyipaddress.com,BidSwitch,Smartphone,12319,7028,10191,40,7," $1,668.02 "
UN10W,Travel and Tourism - In-Market,300x250,TZSFS8968E,Sign up Now - 10% Off,realtor.com,Google Ad Manager,Apple PC,48892,32060,45251,110,9," $1,978.61 "
FV14E,Travel and Tourism - Interest (Affinity),320x50,FMYIG2676Q,Subscribe Today - 10% Discount,yellowpages.com,Google Ad Manager,Smartphone,14890,6248,11493,60,6," $1,982.42 "
OS77J,Travel and Tourism - Interest (Affinity) - Destinations - Africa,300x250,MBNDY3862Y,Subscribe Today - 10% Discount,weather.com,Smart RTB+ (Smartadserver),Smartphone,253577,66972,191183,890,44," $1,493.07 "
JD9C,Travel and Tourism - Interest (Affinity) - Destinations - Europe,320x50,SUXOV6040Z,Sign up Today - 10% Off,mail.aol.com,Magnite DV+,Smartphone,88819,65488,80451,200,6," $1,442.23 "
EK89N,Travel and Tourism - Interest (Affinity) - Destinations - Latin America,320x50,WBEHI2534S,10% Discount - Ends 6/1,factable.com,Magnite DV+,Smartphone,31243,16326,25991,100,21," $1,452.59 "
PG30A,Travel and Tourism - Interest (Affinity) - Destinations - North America,320x50,HPNMM5625A,Sign up Now - 10% Off,boattrader.com,Magnite DV+,Smartphone,12354,8561,11782,10,5," $1,808.31 "
EE62L,Travel and Tourism - Interest (Affinity) - Destinations - North America - United States,300x50,IZALV9445C,Subscribe Today - 10% Discount,cars.com,Google Ad Manager,Smartphone,9730,2971,5102,45,3," $1,778.94 "
SW21T,Travel and Tourism - Interest (Affinity) - Products - Air Travel,300x250,LBNHI4328W,10% Discount - Ends 6/1,yahoo.com,BidSwitch,Windows PC,307888,134959,274790,863,11," $1,559.64 "
VS82D,Travel and Tourism - Interest (Affinity) - Products - Hotels and Lodging,300x250,KZYBM6074H,Sign up Today - 10% Off,mail.yahoo.com,Smart RTB+ (Smartadserver),Smartphone,679098,467726,634589,1984,9," $1,477.42 "
VL71W,US - AUTO - Auto Car Purchase Next Year - Yes,320x50,JVTFZ9150J,Subscribe Today - 10% Discount,whatismyipaddress.com,Index Exchange,Smartphone,31359,18348,25950,66,24," $1,623.61 "
MN52G,US - AUTO - Decision Maker for Auto Purchase - I shared equally in the decision,320x50,BCBBV1468I,Sign up Today - 10% Off,ebay.com,Google Ad Manager,Smartphone,102884,42841,96539,299,6," $2,015.45 "
LJ77T,US - AUTO - Decision Maker for Auto Purchase - I was the sole decision-maker,300x250,AUSLN9199Y,Subscribe Today - 10% Discount,yahoo.com,Google Ad Manager,Smartphone,1116343,550519,977978,3104,9," $2,494.22 "
LJ58I,US - AUTO - Primary Vehicle - New or Used - New,300x250,LCTFQ9240X,Sign up Today - 10% Off,dinneratthezoo.com,Google Ad Manager,Smartphone,12391,5756,11636,40,4," $3,069.12 "
MY89Z,US - AUTO - Primary Vehicle - New or Used - Pre-owned,320x50,ZJYWR9031U,Subscribe Today - 10% Discount,billboard.com,Google Ad Manager,Smartphone,11325,6186,10612,88,2," $1,573.25 "
WF74S,US - AUTO - Primary Vehicle - Owned or Leased - Company Car,320x50,HRLWB3781J,10% Discount - Ends 6/1,onechicagocenter.com,Magnite DV+,Smartphone,19829,15071,19095,42,2," $1,952.46 "
HJ28H,US - Automotive - Auto Loyalists and Defectors - Auto Make Defectors,320x50,DABFQ9218H,Subscribe Today - 10% Discount,si.com,TripleLift,Smartphone,11561,4063,9941,87,5," $1,911.93 "
SG19N,US - B2B - B2B Decision Maker Responsibilities - Accounting or Tax Services,320x50,KEIGT3829Y,Sign up Today - 10% Off,doodle.com,Google Ad Manager,Smartphone,12606,8332,11170,74,5," $2,002.54 "
FO99A,US - B2B - B2B Decision Maker Responsibilities - Advertising Services,320x50,VIKRS0659N,Sign up Now - 10% Off,dmv.org,BidSwitch,Smartphone,14917,3065,13109,10,3," $1,583.54 "
XY86D,US - B2B - B2B Decision Maker Responsibilities - Company Liability or Insurance,300x250,PLERR1529Y,10% Discount - Ends 6/1,citationmachine.net,Google Ad Manager,Windows PC,31443,19134,28059,70,9," $2,122.77 "
FM57Z,US - B2B - B2B Decision Maker Responsibilities - Computer Hardware,320x50,KWIBK2289A,10% Discount - Ends 6/1,finance.yahoo.com,Sovrn,Smartphone,51056,24672,45563,120,4," $2,215.63 "
YO99V,US - B2B - B2B Decision Maker Responsibilities - Computer Software,300x250,VTXNC8329K,Subscribe Today - 10% Discount,mail.aol.com,BidSwitch,Smartphone,136733,102728,127130,110,4," $1,946.05 "
SI66V,US - B2B - B2B Decision Maker Responsibilities - Employee Benefits,320x50,TEXCP6975A,Subscribe Today - 10% Discount,classmates.com,Magnite DV+,Smartphone,12451,2987,11295,30,4," $2,127.32 "
PJ39B,US - B2B - B2B Decision Maker Responsibilities - Financial Services,300x250,CTRRN0110B,Sign up Now - 10% Off,androidpolice.com,Taboola,Apple PC,11668,7860,11009,110,5," $2,653.98 "
TF26J,US - B2B - B2B Decision Maker Responsibilities - HR or Personnel Services,300x250,CHFYQ2941E,Sign up Today - 10% Off,foxnews.com,Google Ad Manager,Windows PC,51889,33879,49382,174,5," $2,172.84 "
EM61H,US - B2B - B2B Decision Maker Responsibilities - Internet Services,300x250,NIUDH7635W,Sign up Today - 10% Off,people.com,Google Ad Manager,Windows PC,31625,23764,29364,99,6," $2,360.56 "
UU28I,US - B2B - B2B Decision Maker Responsibilities - Marketing or Market Research,320x50,OUAPW0127E,Sign up Now - 10% Off,fortune.com,Google Ad Manager,Smartphone,54134,37418,51299,155,4," $1,502.02 "
LY98V,US - B2B - B2B Decision Maker Responsibilities - Office Services or Moving,300x250,HNQOJ3592J,Sign up Today - 10% Off,realtor.com,BidSwitch,Apple PC,49412,22155,43802,170,3," $1,595.66 "
TG43F,US - B2B - B2B Decision Maker Responsibilities - Office Supplies or Equipment,300x250,HFQXV9674Y,Sign up Today - 10% Off,ebay.com,Google Ad Manager,Windows PC,55692,3596,51209,184,9," $1,981.05 "
JO91A,"US - B2B - B2B Decision Maker Responsibilities - Print, Copy or Photo Services",300x250,XONOL3636P,Subscribe Today - 10% Discount,thesaurus.com,Google Ad Manager,Smartphone,141157,8280,107935,420,4," $1,631.78 "
